CustomerID,TransactionID,TransactionDate,Amount,ProductCategory,PaymentMethod,InteractionID,InteractionDate,Platform,InteractionType,Sentiment,Age,Gender,Location,IncomeLevel,SignupDate,Age_zscore,InteractionYear,TransactionYear,Amount_zscore,SignUpYear
5dfe3352-ee78-4510-a968-9aba1dd940a2,f68315c9-1273-4ae3-8f0b-0479bc90cb5b,2023-05-02,140.01,Health & Beauty,Bank Transfer,4aac0d8c-4b1f-48b4-815c-5422df89ae2a,2023-08-29,Facebook,Like,Neutral,55.0,Male,North Michael,High,2019-11-20,0.6848693961628709,2023.0,2023.0,-1.3018978389129359,2019.0
5dfe3352-ee78-4510-a968-9aba1dd940a2,f68315c9-1273-4ae3-8f0b-0479bc90cb5b,2023-05-02,140.01,Health & Beauty,Bank Transfer,f96ac21a-035d-423b-b303-405ce4436e83,2023-07-05,Facebook,Share,Positive,55.0,Male,North Michael,High,2019-11-20,0.6848693961628709,2023.0,2023.0,-1.3018978389129359,2019.0
3d921b43-7411-4048-a294-c1f40ff81a30,f4f92a38-82a7-4b71-a170-679bec99cbb4,2024-04-04,602.91,Automotive,Debit Card,dd654f51-6368-484b-a7e7-cb3fe39f60c9,2024-06-05,Twitter,Share,Negative,21.0,Female,Melindastad,High,2023-01-31,-1.631747000212611,2024.0,2024.0,0.386466568871975,2023.0
2be2a985-68f6-42b1-95a8-768c5c661980,385a2e49-8003-40db-bd88-d3ae09e9c6ea,2024-05-21,262.24,Home & Garden,Debit Card,4ddf9425-3639-4d80-8592-f3479543c6da,2024-03-14,Facebook,Like,Positive,44.0,Female,Lake Keith,Medium,2019-12-11,-0.0646241438409615,2024.0,2024.0,-0.8560806395965614,2019.0
6596f49d-5c9f-4bcd-84a0-82d866b98314,a41cd2f0-3b5d-4c7c-a3d0-f323f5d9c22e,2023-05-05,54.66,Electronics,Debit Card,823d7c4d-6604-4be9-a164-fe1ffb1af61c,2024-01-27,Twitter,Share,Neutral,26.0,Female,New Peterchester,High,2019-07-04,-1.2910681183926873,2024.0,2023.0,-1.6132002848071727,2019.0
6596f49d-5c9f-4bcd-84a0-82d866b98314,a41cd2f0-3b5d-4c7c-a3d0-f323f5d9c22e,2023-05-05,54.66,Electronics,Debit Card,3a0805d9-069f-455f-9f45-5f27a804c814,2023-10-25,Facebook,Share,Negative,26.0,Female,New Peterchester,High,2019-07-04,-1.2910681183926873,2023.0,2023.0,-1.6132002848071727,2019.0
6596f49d-5c9f-4bcd-84a0-82d866b98314,a41cd2f0-3b5d-4c7c-a3d0-f323f5d9c22e,2023-05-05,54.66,Electronics,Debit Card,7dcf3798-ac98-4458-ac1a-ec0c9a0ff710,2024-02-12,Twitter,Like,Negative,26.0,Female,New Peterchester,High,2019-07-04,-1.2910681183926873,2024.0,2023.0,-1.6132002848071727,2019.0
6596f49d-5c9f-4bcd-84a0-82d866b98314,a41cd2f0-3b5d-4c7c-a3d0-f323f5d9c22e,2023-05-05,54.66,Electronics,Debit Card,a386b0ee-81fd-43a0-92ac-a9133c286806,2024-04-19,Twitter,Share,Positive,26.0,Female,New Peterchester,High,2019-07-04,-1.2910681183926873,2024.0,2023.0,-1.6132002848071727,2019.0
9ed2792c-bffb-472f-9c11-61bb7203b01f,f70e7ab7-43b4-402b-9627-76ec2e1c341d,2023-03-08,84.72,Automotive,Bank Transfer,71c6b35c-96b3-4cde-9125-26f3f8216f00,2023-09-10,Twitter,Share,Positive,57.0,Female,Port Hannahfurt,High,2019-08-28,0.8211409488908404,2023.0,2023.0,-1.5035605481512762,2019.0
f5713ff7-0bcc-41c1-a71b-ac9113ac43a9,f29361d0-c6e1-45d7-b18d-0b44ca108d41,2023-08-13,588.43,Electronics,Credit Card,32c222d1-62d8-4ae2-bb6c-619ebf271ca4,2023-10-13,Instagram,Comment,Neutral,54.0,Male,Cooperstad,Low,2023-10-03,0.6167336197988862,2023.0,2023.0,0.33365275028323976,2023.0
c4197591-1c5e-4416-9a01-7d1882f2bc2c,d8baae12-e458-4ed6-9121-8feaa140db06,2024-05-02,248.59,Electronics,Bank Transfer,869ed624-67e7-48d9-a728-0bd7b5b66c88,2023-07-10,Facebook,Like,Positive,66.0,Female,South Matthewchester,Low,2023-08-02,1.4343629361667034,2023.0,2024.0,-0.9058671467606662,2023.0
1044f1f4-cce8-4bcb-9615-150b05a3cf5e,e60f9bc2-8399-4fe1-a1e1-d448160f6fea,2023-03-21,620.58,Health & Beauty,Debit Card,d8b48072-63a1-4c9a-b27c-0e3c24a06d96,2023-11-13,Instagram,Comment,Neutral,57.0,Male,Hallburgh,Medium,2020-02-10,0.8211409488908404,2023.0,2023.0,0.4509154759481459,2020.0
09db9681-6875-42ce-bdf3-b9cc13a8eb54,d8c34165-0846-4255-81e1-a7386178b10b,2023-10-13,714.02,Home & Garden,Bank Transfer,ab948cd2-94bf-4f04-bfb8-e54d3cc72d26,2023-11-11,Instagram,Like,Positive,64.0,Male,Lake Greg,High,2020-10-01,1.2980913834387338,2023.0,2023.0,0.7917250898246246,2020.0
1bc7f7da-3a8f-4df1-a411-c7c1d9a794fe,55c8121a-6c07-41b2-bb6b-1bfa09725a82,2023-05-28,592.9,Electronics,Bank Transfer,cd9c7c53-eb70-491d-baba-f570d95ebcef,2023-12-26,Twitter,Comment,Neutral,44.948461253244346,Female,West Erica,Medium,2020-12-10,0.0,2023.0,2023.0,0.34995646361829835,2020.0
9560ed71-7a04-4cd9-a576-b622c5690487,ad529898-c1b5-4fe7-b30b-a9f19c666386,2024-05-31,833.48,Automotive,Bank Transfer,c2ddf0f7-a1fd-4961-81c5-0309bf1da8ea,2024-05-10,Twitter,Comment,Negative,61.0,Female,Rodriguezberg,High,2019-08-07,1.0936840543467794,2024.0,2024.0,1.2274390931816899,2019.0
328e739a-ddac-4661-97aa-76b8ee47e373,fd9a76ef-656b-490b-b390-fb38e5d0af51,2023-05-29,843.37,Automotive,Debit Card,b093302b-b008-4751-a1ac-1516363c9e6e,2024-02-16,Facebook,Comment,Very Negative,31.0,Female,Port Calvinbury,High,2022-12-22,-0.9503892365727634,2024.0,2023.0,1.263511514855902,2022.0
1559b55b-9653-4992-90d5-8819bd5466ef,e8188f1f-64ca-4b64-b091-3afaeb53b01f,2022-12-27,202.47,Health & Beauty,PayPal,f998a3cc-f7ae-4413-8bb8-252305b6381b,2023-08-21,Instagram,Like,Neutral,69.0,Female,South Madison,Medium,2023-08-17,1.6387702652586575,2023.0,2022.0,-1.0740835358015823,2023.0
bcdfeb3f-35d1-42e3-b630-602a9fee5214,8276e502-bbe8-4648-8d82-bf4a0c02b06b,2022-12-04,510.42,Electronics,PayPal,0a1b24de-09da-453c-9422-899caff6cf6a,2023-09-04,Twitter,Share,Positive,20.0,Female,New Lorettatown,Low,2019-10-27,-1.6998827765765958,2023.0,2022.0,0.04912194999959149,2019.0
0731634f-5209-42eb-9671-8f0cddf22eec,d08bd141-8bbb-44a5-92f4-2f6691adf170,2022-07-10,659.47,Home & Garden,Debit Card,ea2e770c-da79-40fa-a3dd-4ce4be6de2b3,2024-06-21,Twitter,Share,Positive,28.0,Male,South Kristen,High,2021-10-27,-1.1547965656647177,2024.0,2022.0,0.5927614293263165,2021.0
0731634f-5209-42eb-9671-8f0cddf22eec,d08bd141-8bbb-44a5-92f4-2f6691adf170,2022-07-10,659.47,Home & Garden,Debit Card,6882c180-fdf5-43db-b975-21762bcdea89,2023-12-30,Facebook,Share,Neutral,28.0,Male,South Kristen,High,2021-10-27,-1.1547965656647177,2023.0,2022.0,0.5927614293263165,2021.0
57bfa722-7e8f-402d-aaff-ba2b7034150a,43606cb6-6807-47c6-828f-0b1ee38b957e,2023-01-23,615.83,Clothing,Credit Card,a00a42ab-79df-4ece-8ae3-154696f82d78,2023-08-08,Instagram,Comment,Positive,27.0,Male,Hatfieldmouth,Low,2021-07-07,-1.2229323420287026,2023.0,2023.0,0.43359050092766993,2021.0
1d4e578b-738c-4913-84f4-b008488eab48,1e562ead-eac1-4013-87e2-2449249e49dd,2022-10-31,500.86892348087025,Electronics,Bank Transfer,20cffec0-0b66-4494-a2a8-97d1d59964b7,2024-05-21,Instagram,Share,Neutral,23.0,Female,Brownchester,Medium,,-1.4954754474846417,2024.0,2022.0,0.014285705344311962,2020.0
896a48cf-7ab6-41a8-ac94-9d7f6c211c01,6ee2e2de-e85c-4c9a-a3ac-8473cb05b744,2022-07-16,515.54,Clothing,Debit Card,cfa69d95-849b-4130-8ef8-c6842a15f08c,2024-03-17,Twitter,Like,Positive,56.0,Female,Andreaburgh,Low,2021-07-14,0.7530051725268557,2024.0,2022.0,0.0677964493900833,2021.0
799943c7-3b71-4f24-9b16-c2fcaf9b3871,0cb83781-adfb-48ca-bbec-d3e99499a9e8,2024-04-29,771.92,Electronics,Debit Card,1264a6ab-4c9b-491d-a96a-b17fa376df99,2023-11-08,Twitter,Share,Neutral,60.0,Male,Port Deborahside,High,2021-12-27,1.0255482779827947,2023.0,2024.0,1.002907416916321,2021.0
2914da6c-c083-47d2-8e78-f26c44cbc042,006e272f-1f6d-461b-8de1-a26db50ec75b,2023-05-22,513.31,Clothing,Credit Card,890a6834-e4c7-4153-ac8f-1f5574e69828,2023-10-31,Instagram,Like,Positive,57.0,Female,Jasonview,Medium,2020-01-04,0.8211409488908404,2023.0,2023.0,0.05966282953836504,2020.0
77c3b49d-52a7-4559-b53f-0b8e01476e12,cdeb44f6-8789-45b2-a454-4bc0cb52dbd7,2023-01-26,175.31,Automotive,Credit Card,28a60207-924d-4cf3-89d2-3db5aef5fb09,2023-12-24,Twitter,Comment,Negative,34.0,Female,East Makaylabury,Low,2024-02-26,-0.7459819074808092,2023.0,2023.0,-1.1731459192870828,2024.0
2d71443b-57dd-4422-89b1-57ade9d5002d,ccae9190-d56d-48d4-8b6d-af77f88f40dc,2023-07-08,434.75,Automotive,Debit Card,ec2247de-9796-42ed-acf3-e0bc5dda904f,2023-08-08,Instagram,Like,Positive,46.0,Male,Marymouth,High,2021-11-28,0.07164740888700802,2023.0,2023.0,-0.2268740204844963,2021.0
77c3b49d-52a7-4559-b53f-0b8e01476e12,82190169-5912-4ca2-a22c-7e206102352a,2024-03-27,231.79,Electronics,Bank Transfer,28a60207-924d-4cf3-89d2-3db5aef5fb09,2023-12-24,Twitter,Comment,Negative,34.0,Female,East Makaylabury,Low,2024-02-26,-0.7459819074808092,2023.0,2024.0,-0.9671428478857181,2024.0
31a64c59-e32d-4d9c-ba9c-f308acd78daf,3db167d5-18aa-4073-a3fe-fb8971d83c6a,2023-08-20,500.86892348087025,Automotive,Bank Transfer,baf88c76-d6b8-4a0c-be12-9dca9397a4d5,2024-02-24,Instagram,Share,Very Positive,34.0,Female,East Michaelfurt,High,2021-06-19,-0.7459819074808092,2024.0,2023.0,0.014285705344311962,2021.0
31a64c59-e32d-4d9c-ba9c-f308acd78daf,3db167d5-18aa-4073-a3fe-fb8971d83c6a,2023-08-20,500.86892348087025,Automotive,Bank Transfer,994c8ec0-99e8-42b9-9ceb-24ac6b3e6d8a,2024-01-15,Twitter,Like,Neutral,34.0,Female,East Michaelfurt,High,2021-06-19,-0.7459819074808092,2024.0,2023.0,0.014285705344311962,2021.0
31a64c59-e32d-4d9c-ba9c-f308acd78daf,3db167d5-18aa-4073-a3fe-fb8971d83c6a,2023-08-20,500.86892348087025,Automotive,Bank Transfer,49d9853c-2df6-477d-b6b8-7c2c82362aa5,2023-07-30,Instagram,Share,Neutral,34.0,Female,East Michaelfurt,High,2021-06-19,-0.7459819074808092,2023.0,2023.0,0.014285705344311962,2021.0
c6789ac7-81c7-469a-a613-fe1fe1487953,cdbf5645-163d-4cfe-b2c1-5d0d0c6fd25f,2023-09-15,410.05,Health & Beauty,Bank Transfer,bfa16d41-3c5c-45f9-8e95-ce502ca54dc1,2024-02-23,Facebook,Comment,Neutral,25.0,Female,South Samanthaburgh,Medium,2022-09-24,-1.359203894756672,2024.0,2023.0,-0.3169638905909713,2022.0
c6789ac7-81c7-469a-a613-fe1fe1487953,cdbf5645-163d-4cfe-b2c1-5d0d0c6fd25f,2023-09-15,410.05,Health & Beauty,Bank Transfer,fed6c4e4-244a-4111-adc5-1f941f1f9807,2023-11-07,Instagram,Comment,Negative,25.0,Female,South Samanthaburgh,Medium,2022-09-24,-1.359203894756672,2023.0,2023.0,-0.3169638905909713,2022.0
c6789ac7-81c7-469a-a613-fe1fe1487953,cdbf5645-163d-4cfe-b2c1-5d0d0c6fd25f,2023-09-15,410.05,Health & Beauty,Bank Transfer,8ed2fddc-5ba0-4f8d-b93b-de2a01a4c7c8,2023-09-06,Twitter,Like,Neutral,25.0,Female,South Samanthaburgh,Medium,2022-09-24,-1.359203894756672,2023.0,2023.0,-0.3169638905909713,2022.0
b84c6729-8e89-4806-92d4-55c7e4da50d9,e5c33484-6ac5-463d-a868-6aad2dbe3c6c,2024-03-01,845.38,Clothing,Bank Transfer,ce9f5cde-7693-4f52-b7b3-0b332ce430c6,2024-05-02,Instagram,Like,Positive,34.0,Male,Wagnerton,High,2024-02-01,-0.7459819074808092,2024.0,2024.0,1.2708427148119348,2024.0
37a8ee69-e419-4e15-a2dd-215b57b3ba67,8d509f8e-4b8d-4331-a353-71ed45c3b340,2022-12-14,837.48,Home & Garden,Credit Card,8f3cf20f-7268-43c7-b20a-1c6b538c91be,2023-09-24,Twitter,Share,Negative,64.0,Female,Port Stephanie,High,2021-06-22,1.2980913834387338,2023.0,2022.0,1.2420285458305118,2021.0
37a8ee69-e419-4e15-a2dd-215b57b3ba67,8d509f8e-4b8d-4331-a353-71ed45c3b340,2022-12-14,837.48,Home & Garden,Credit Card,36f9e09d-26e5-400c-b04e-2cac02f82ca1,2024-05-04,Instagram,Comment,Positive,64.0,Female,Port Stephanie,High,2021-06-22,1.2980913834387338,2024.0,2022.0,1.2420285458305118,2021.0
37a8ee69-e419-4e15-a2dd-215b57b3ba67,8d509f8e-4b8d-4331-a353-71ed45c3b340,2022-12-14,837.48,Home & Garden,Credit Card,d840fedc-0b3d-4e48-8029-090487137d00,2023-12-10,Facebook,Comment,Negative,64.0,Female,Port Stephanie,High,2021-06-22,1.2980913834387338,2023.0,2022.0,1.2420285458305118,2021.0
ab0ff3f2-c413-41cd-a69d-9ec090b6739b,8cc19044-7a8a-4423-85c0-194588f148f5,2022-07-19,568.0,Automotive,Bank Transfer,366681c5-6434-4bb0-ad7b-fa2be8e57b52,2024-01-04,Facebook,Comment,Neutral,65.0,Male,Lake Jocelynchester,Low,2024-06-24,1.3662271598027185,2024.0,2022.0,0.2591371208793823,2024.0
04b0cd53-29ca-48ef-b4b7-9520a2939288,611876da-a85d-4969-8d84-7a9cf8ddbf59,2023-09-02,500.86892348087025,Automotive,PayPal,d995923c-6998-4c95-92f1-937ed4b375cb,2023-09-25,Instagram,Share,Positive,22.0,Male,Andrewborough,Low,2020-12-27,-1.5636112238486264,2023.0,2023.0,0.014285705344311962,2020.0
0156ef90-c829-4e9e-8fec-8634e8ff3c54,1ca5bb66-ab5f-4832-8f31-885cd5a161a8,2024-06-09,500.86892348087025,Clothing,Credit Card,26a0c989-f915-4bab-a3ca-fcdc7de9aafd,2023-09-17,Twitter,Share,Positive,60.0,Female,Port Adam,High,2019-12-28,1.0255482779827947,2023.0,2024.0,0.014285705344311962,2019.0
1a132210-8646-4516-b340-f5339ab0064b,0611038c-9fbd-4fc2-85ae-3a2e486c322b,2024-02-08,500.83,Home & Garden,Debit Card,f2f832ef-fe12-4a80-b7ed-d411d888f161,2023-10-22,Facebook,Comment,Neutral,34.0,Male,Harperhaven,High,2022-09-04,-0.7459819074808092,2023.0,2024.0,0.014143737274040943,2022.0
a0db86bf-0c2d-4c9e-8d3b-f5b33ac37cee,1048e98c-90fd-4cef-ba62-eb4b16816596,2023-09-08,596.73,Clothing,Credit Card,ef91469e-fa64-42af-8956-7b72a6bdb186,2023-07-17,Instagram,Share,Positive,50.0,Male,South Jose,Low,2023-10-30,0.34419051434294706,2023.0,2023.0,0.3639258645295454,2023.0
962f1fa4-cd1c-49c4-a5ad-a9a1d9d5ddf4,d576c54e-1a7f-4db1-8ddb-2ffa1bfd80e1,2022-09-10,749.31,Clothing,Bank Transfer,bb1b1ae6-be56-454c-96b4-8950c8d631c3,2023-08-20,Facebook,Share,Neutral,38.0,Female,East George,High,2024-02-22,-0.4734388020248701,2023.0,2022.0,0.9204405358188554,2024.0
5ba7a03b-0d2f-4fc3-bd36-7a675c1ac61e,3dd42990-0207-4b09-a14e-3be0f8b5a220,2022-10-04,589.55,Electronics,Debit Card,54d3badb-2b9e-4129-8889-0c9d02923525,2023-09-13,Facebook,Like,Positive,44.948461253244346,Female,East Ryanchester,High,2021-02-18,0.0,2023.0,2022.0,0.3377377970249099,2021.0
ccf4d58b-5087-45c8-a8f8-bb99be9a13d1,4b5d0278-6821-4f48-bb4d-fe401a76f2aa,2022-08-08,510.65,Health & Beauty,Debit Card,eb4942b5-2745-40f7-bc6e-1b1779a58640,2023-07-06,Twitter,Share,Positive,62.0,Male,Andrewstad,Low,2024-03-10,1.1618198307107643,2023.0,2022.0,0.04996084352689861,2024.0
f01b204b-74d4-4c28-8f90-450dcd6b26da,c4fc9e25-caef-47e3-a5f7-1e2495274128,2023-07-01,808.47,Clothing,Debit Card,81e62ef0-2050-4e44-af33-3ae9ae25102b,2023-08-20,Facebook,Like,Negative,46.0,Male,South Kelly,High,2022-04-12,0.07164740888700802,2023.0,2023.0,1.1362185404949312,2022.0
f01b204b-74d4-4c28-8f90-450dcd6b26da,c4fc9e25-caef-47e3-a5f7-1e2495274128,2023-07-01,808.47,Clothing,Debit Card,4929e33a-a5c2-48cd-9e01-05f3c04647af,2024-06-06,Instagram,Comment,Negative,46.0,Male,South Kelly,High,2022-04-12,0.07164740888700802,2024.0,2023.0,1.1362185404949312,2022.0
cbfff6f3-c193-4b56-a6ff-92bc84ad3789,fc62f38d-6386-419b-bfcd-beba3ae9fc62,2023-09-11,719.06,Clothing,Bank Transfer,a987ffe9-3339-4a78-a813-f8a6da2fb915,2023-09-23,Facebook,Like,Neutral,46.0,Male,South Mike,High,2019-10-08,0.07164740888700802,2023.0,2023.0,0.81010780016214,2019.0
cbfff6f3-c193-4b56-a6ff-92bc84ad3789,fc62f38d-6386-419b-bfcd-beba3ae9fc62,2023-09-11,719.06,Clothing,Bank Transfer,e7929d19-c9d0-4a36-8f10-793993702446,2023-12-09,Instagram,Share,Negative,46.0,Male,South Mike,High,2019-10-08,0.07164740888700802,2023.0,2023.0,0.81010780016214,2019.0
be291608-29a5-4143-a9dc-701f91ea3952,0f1cf7c0-297b-4efa-86fb-a347ed7f5f31,2023-12-07,951.13,Clothing,Credit Card,3d1483ce-f88d-4de3-85a4-547bd7e096c8,2023-07-11,Instagram,Share,Positive,36.0,Female,Port Jenniferborough,High,2021-04-10,-0.6097103547528396,2023.0,2023.0,1.656551369215163,2021.0
be291608-29a5-4143-a9dc-701f91ea3952,0f1cf7c0-297b-4efa-86fb-a347ed7f5f31,2023-12-07,951.13,Clothing,Credit Card,f0e3d782-a7b0-4a3a-b586-efc92de57321,2023-08-27,Twitter,Comment,Positive,36.0,Female,Port Jenniferborough,High,2021-04-10,-0.6097103547528396,2023.0,2023.0,1.656551369215163,2021.0
1c188e21-9a0a-420e-a39f-e17691fe17a6,890c8b92-5b0c-444f-b1ee-8f32cc8650b1,2023-01-22,500.86892348087025,Health & Beauty,Credit Card,3e069b3d-737d-4283-8437-e18234257462,,Twitter,Share,Positive,53.0,Female,Earlshire,High,2021-03-22,0.5485978434349014,2023.0,2023.0,0.014285705344311962,2021.0
499713c5-04d9-4f79-bd77-0d0e94208cd8,ca2290d6-5929-4e26-9595-f0dd90c6df12,2023-07-08,55.03,Health & Beauty,Credit Card,abb1ecf8-4958-4f5a-ae27-37b3cb80d0c4,2023-09-10,Twitter,Comment,Neutral,55.0,Male,Martinezview,High,2020-09-27,0.6848693961628709,2023.0,2023.0,-1.6118507604371566,2020.0
499713c5-04d9-4f79-bd77-0d0e94208cd8,ca2290d6-5929-4e26-9595-f0dd90c6df12,2023-07-08,55.03,Health & Beauty,Credit Card,9df6fa7a-b45a-4a91-8482-ae18f59a67b2,2023-11-11,Facebook,Comment,Neutral,55.0,Male,Martinezview,High,2020-09-27,0.6848693961628709,2023.0,2023.0,-1.6118507604371566,2020.0
499713c5-04d9-4f79-bd77-0d0e94208cd8,ca2290d6-5929-4e26-9595-f0dd90c6df12,2023-07-08,55.03,Health & Beauty,Credit Card,ee193c90-7b9d-4354-aedf-597887d68b56,2023-12-29,Twitter,Comment,Neutral,55.0,Male,Martinezview,High,2020-09-27,0.6848693961628709,2023.0,2023.0,-1.6118507604371566,2020.0
de765812-6f23-4059-94db-2805a34f44fd,19e1611a-ec1f-40ee-9829-4765173ba5b0,2022-09-26,381.27,Clothing,Credit Card,62dc23b5-7277-4d24-a640-b08147f7f4e9,2024-05-28,Twitter,Comment,Negative,28.0,Female,North John,High,2022-02-22,-1.1547965656647177,2024.0,2022.0,-0.4219350023992448,2022.0
e428f752-7388-44dd-8461-13f18101a835,5770b7eb-5982-48de-ba7b-c50c64e9a407,2023-09-18,845.71,Home & Garden,Credit Card,51544dc5-64ed-49ee-9472-33f12260e09d,2024-05-21,Facebook,Like,Positive,67.0,Female,Wrightside,Medium,2020-04-09,1.5024987125306881,2024.0,2023.0,1.2720463446554628,2020.0
e428f752-7388-44dd-8461-13f18101a835,5770b7eb-5982-48de-ba7b-c50c64e9a407,2023-09-18,845.71,Home & Garden,Credit Card,5c0d0bfb-ff4c-4964-8b49-faf2350d2f71,2023-08-25,Twitter,Comment,Neutral,67.0,Female,Wrightside,Medium,2020-04-09,1.5024987125306881,2023.0,2023.0,1.2720463446554628,2020.0
40d70488-aa98-4c83-8e41-b30adb59c2a4,471eb148-3370-472f-bf2d-0cc69a86bf86,2024-01-06,824.68,Home & Garden,Bank Transfer,89a92e64-c0c2-4762-a43f-a45cd1d57d86,2024-05-21,Twitter,Comment,Negative,34.0,Female,New Robert,Medium,2023-08-07,-0.7459819074808092,2024.0,2024.0,1.1953422973542815,2023.0
